nama pengguna,produk,review,rating,waktu transaksi
n*****h,iPhone X 64 GB Second Original,"Bagus banget, nyampe nya juga cepet. Minta yang 100 bh di kasih luv luv luv💕💜💜💜",5,2022-03-28 06:28
ghifari_91,IPHONE 11 PRO MAX 64 GB SECOND ORIGINAL LIKE NEW,"Barang bagus, 3utools hijau semua.
Recomended",5,2022-03-26 03:56
zufriyantikulyagustiin,iphone 7 Plus 128 GB Second Original,Terimakasih barangnya sudah sampai dan memuaskan.,5,2022-03-25 08:48
indrynnn29,iPhone Xr 64 GB Second Original,,5,2022-03-25 07:02
cliffander,iPhone Xr 128 GB Second Original,"barang udah sampai dong pengiriman cepat banget..dapet batre health 98% 
puas banget belanja disini...makasihhhhhhhh",5,2022-03-25 04:41
tozzier,iPhone Xs 256 GB Second Original,,5,2022-03-25 02:38
d*****i,iPhone Xr 128 GB Second Original,"barangnya bagus ga ngecewain pengiriman cepat respon chatnya juga cepat puas bgt,next order lg❤️❤️",5,2022-03-24 08:58
adamruliansyah_,FASTCHARGING ORIGINAL 20W USB-C,,5,2022-03-24 02:47
adamruliansyah_,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,,5,2022-03-24 02:47
adamruliansyah_,Packing Kayu Dan Custom Box Pengiriman,,5,2022-03-24 02:47
adamruliansyah_,Earphone Lightning Original,,5,2022-03-24 02:47
agungmahindra,Iphone 6s 64 GB Second Original,,5,2022-03-22 23:19
ukiesari,IPHONE 12 PROMAX 256 GB SECOND ORIGINAL,Siipppppppp,5,2022-03-22 10:42
noving_,Applewatch Series 3 38 MM Second Original,,5,2022-03-22 09:43
sohib92,iPhone 7 plus 32 GB Second Original,"Terimakasih ka. 
Sempet raggu soalnya pengiriman wonosobo cianjur. 
Dan akhirnya meluncur dengan baik dan tidak ada cacat apapun🙏🙏🙏🙏🙏",5,2022-03-21 06:49
saskiaeva,iPhone 11 64 GB Second Original,The bestt,5,2022-03-21 04:43
ameliasaharaniputri,iPhone Xr 128 GB Second Original,,5,2022-03-20 12:51
n*****_,FAST CHARGING APPLE ORIGINAL BERGARANSI,,5,2022-03-20 03:49
z*****i,IPHONE 11 PRO 256 GB SECOND ORI FULLSET,Bagus pokok nya.. belanja disini sangat memuaskannn 🥰🥰,5,2022-03-19 15:09
n*****i,Earphone Lightning Original,,5,2022-03-19 10:46
ayang_2401,iPhone Xr 64 GB Second Original,"Pelayanan ramah
Mas Grab ramah
Bapa kos ramah
Tetangga ramah
Bu Parjo ramah
Pacar saya aja ga ramah + bego di beliin IP minta vivo",5,2022-03-19 05:16
