nama pengguna,produk,review,rating,waktu transaksi
uleles,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-05-01 20:57
syafiqoh97,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-01 16:24
yogifirmansyah142,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,4,2022-05-01 13:02
f*****a,AKSESORIS,,5,2022-05-01 12:14
y*****g,iphone 11 128gb seken mulus tambahan,,5,2022-05-01 09:53
najib_ja,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Mantaps, sesuai ekspetasi walaupun dapet bh 86%, tapi fungsionalitas normall, mantap dahhh😁😁",5,2022-05-01 06:14
shinprh,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Pelayanannya lumayan lambat banget, kayanya karna beli pas promo lebran. Unitnya bagus, tapi pas dateng bh 88% dua hari pemakaian yg ngga terlalu intensif bh turun jadi 86%, semoga ngga tambah turun. Kameranya dapet yg lumayan baret, layarnya juga sedikit lecet",3,2022-05-01 05:26
nufitasar,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-05-01 03:23
muh.shafiq262,iPhone 12 ProMax 128GB/256GB/512GB Bekas Original 100% | NORMAL MULUS FULLSET,"Mantap, biar bintang yang berbicara.",5,2022-05-01 03:07
yuliyadwisusanti,iPhone SE 2020 64GB/128GB second,,5,2022-04-30 18:33
risma_riana,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-30 15:06
intanhi,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-30 11:18
enjel1512,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Pengiriman cepat, dapat BH 89% semogaa awett👍👍",5,2022-04-30 11:10
m*****5,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Pertama kali beli ip online, alhamdulillah memuaskan belanja disini.. tanpa request tapi dikasih unit terbaik, BH 100%, Fisik mulus, fungsi aman sentosa, packing kayu sangat aman..",5,2022-04-30 10:40
mohammed_sauqi,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-30 08:38
f*****2,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"packing amann sekali , hp juga mulus dan dikasih bh 92% lumayan lahh . terimakasih semoga hp awet",5,2022-04-30 06:53
oktafiya_id,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Mantap,5,2022-04-30 06:03
sherindra,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-30 05:18
ikipiye99,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-30 03:43
ninasa13,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-29 23:22
annisawinadia,AKSESORIS,Okee banget,5,2022-04-29 15:38
abdalfarizi09,Leather Case Silicone For Apple IPhone Original,,5,2022-04-29 14:54
guningsih,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-29 12:16
nuraini486,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Highly rekomendid appelhouse terbaik aku diaksih unit trbaik batrai 94% kerennn baguss!!,5,2022-04-29 11:13
a*****t,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Barang mulus, sinyal aman, iCloud aman, walaupun dapet bh yg 89% selebebih bagus. Semoga awet dan aman👍. Mantab pokok nya",5,2022-04-29 09:35
venamaharani,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Bagusss bangettt sesuai sama gambarnya kualitas produkk sangat baik sekali,5,2022-04-29 05:52
m*****0,AKSESORIS,,5,2022-04-29 05:27
i*****_,Leather Case Silicone For Apple IPhone Original,,5,2022-04-29 04:00
tri_rahyu24,LAPAK KHUSUS SPLITPAYMENT IPHONE,,5,2022-04-29 01:10
windy1602,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-28 19:46
d*****a,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,alhmdulillaah. bagus poll monangissss😭 makasih ya,5,2022-04-28 16:44
fajrul.123,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Mantap hpnya,5,2022-04-28 14:19
pujisuryo09,SPLITPAY,,5,2022-04-28 14:01
l*****_,pembayran tambahan split payment iphone,,4,2022-04-28 13:26
u*****h,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-28 13:07
b*****a,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-28 10:12
yogaadiprat,AKSESORIS,,5,2022-04-28 08:27
reyhanramadhan7,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Fungsi sementara normal, fisik 96%, BH91%, semua normal
Semoga awet. Pengiriman lumayan cepat. Sygnya sy pesan jetblack yg dateng blackmate. Tp its okay",5,2022-04-28 08:06
ayuk2611,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-28 07:51
erik.prasetyoo,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,minta warna merah d ksh putih,3,2022-04-28 07:37
nflaila22,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Alhamdulillah udah 2 kali beli disini barang sampai dengan selamat dan aman, hanya saja ada beberapa goresan disamping2 hp tapi ngga masalah. Buat pengiriman lumayan lama mungkin karena overload. Thanks seller ❤️",5,2022-04-28 07:35
ana.febrii,Leather Case Silicone For Apple IPhone Original,,5,2022-04-28 07:34
a*****w,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,3,2022-04-28 06:14
rasendriyafiand,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-28 05:36
t*****5,Leather Case Silicone For Apple IPhone Original,"Pesanan telah sampai dengan aman.. barang bagus.. pelayanannya mantap, pantesan saja ditokonya selalu ramai dan antri.. terimakasih",5,2022-04-28 04:06
anjaniagustina,iphone 11 128gb seken mulus tambahan,,5,2022-04-28 03:35
dewiinda_,splitpayment,,5,2022-04-28 02:52
sudarno.jr,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Mulus lusss. Tinggal test drive.,5,2022-04-27 17:35
euiscitrha,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-27 14:06
oktarinasetowati22__,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Memuaskan,4,2022-04-27 12:56
m*****s,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-27 11:27
regadheaaa,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-27 11:09
junay58,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-27 11:05
isnina05,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-27 09:44
dapoernyitnyit,Leather Case Silicone For Apple IPhone Original,,5,2022-04-27 07:30
triabriani13,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Barang ori alhamdulillah dapet BH 98%,5,2022-04-27 07:14
febridwi151515515,iPhone 8Plus 64GB/256GB Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-27 04:49
prtmyog96,AKSESORIS,,5,2022-04-27 03:05
santipradhista,Leather Case Silicone For Apple IPhone Original,,5,2022-04-27 02:50
g*****i,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-26 22:20
dewarizal_drc,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Mantap, dikasih mulus banget. Makasih admin 👍🏻",5,2022-04-26 16:41
dhinarahmatia05,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-26 15:18
xiaonui,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Ya okelah..
Dapet BH 86%, fisik 95% tinggal liat performanya untuk seminggu sampai sebulan kedepan.
Mudah²an sih nggak ada kendala dan aman² aja.
Packing mantap btw👍🏻",5,2022-04-26 12:24
brianfebrananda23,iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET,"trusted, seller nya ramah menjelaskan semua benefit yg di dapet, barang mulus cm lecet dikit bekas casing sisanya sangat memuaskan, pengemasan jg cpt sblm di kirim di qc biar dpt yg paling bagus. Toplah👍",5,2022-04-26 12:19
rinjani.it,iPhone 11 Pro 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-26 12:06
aditya_nuruddin,Leather Case Silicone For Apple IPhone Original,Oke aja,5,2022-04-26 11:51
yadiuweysimalakama,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-26 11:26
s*****i,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Alhamdullilah barang sampai dengan selamat packing aman,,minta BH 90 dikasih 85 udah dicek aman semua semoga awet untuk kedepannya,pertama kali beli hp di online",4,2022-04-26 11:21
zalhan12,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-26 11:14
galuhprass11,iphone second original mulus  dan bergaransi,,5,2022-04-26 07:08
widiiarrr23,AKSESORIS,,5,2022-04-26 06:49
gwena_suraiya,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,4,2022-04-26 05:04
r*****n,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Alhamdulillah mendarat dengan selamat. Hpnya muluss dapet BH 88. Cuman sayangnya pesen warna silver dikirimnya hitam tanpa konfirmasi,5,2022-04-26 03:54
f*****i,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-25 18:34
bangundwianjana,Leather Case Silicone For Apple IPhone Original,,5,2022-04-25 17:16
i*****t,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-25 15:36
g*****n,Leather Case Silicone For Apple IPhone Original,,5,2022-04-25 15:24
debbytheresia780,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-25 15:10
d*****d,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-25 14:44
dwmlynaa,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,4,2022-04-25 13:23
jeje_lanindya,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-25 12:41
ryanrisk1__,iPhone 7 Plus 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,Barang bagus lumayan mulus,5,2022-04-25 11:21
adimahendraaa,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-25 10:41
alifauzan_,AKSESORIS,,4,2022-04-25 08:37
betrixbilly,AKSESORIS,,5,2022-04-25 08:19
noonayoona,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-25 05:20
iccaardyani,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Dapet harga diskon, semuanya okee, berfungsi dengan baik..",5,2022-04-25 05:15
whytirana_,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Alhamdulillah paket diterima dengan baik, barang mulus, dapet bh 87% semoga awet terus. Terima kasih admin yang dengan ramah dan sabar selalu memberikan pelayanan yang terbaik.",5,2022-04-25 01:53
f*****n,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Alhamdulillah super puas banget order disini, recommended ya buat yg cari gadget 👍 Packing super aman +kotak kayu sesuai deskripsi produknya, barang istimewa, dikasih sesuai request baik banget terharu🥲 pengiriman juga cwepet pol. Terimakasih banyak seller semoga selalu amanah ❤",5,2022-04-25 01:41
chikatrimarlani,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Baguss banget topp banget ga mengecewakan pengirimannya super aman pake kayu dan cepett,5,2022-04-24 18:00
h*****_,iPhone 12 Pro 128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-24 15:19
desyratma22,Leather Case Silicone For Apple IPhone Original,,5,2022-04-24 14:09
arviananisa,iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,4,2022-04-24 04:04
rastyisti,iPhone 7 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-23 18:08
deskhawh,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Terimakasih sudah memberikan yg terbaik.,5,2022-04-23 17:32
bambangdanuriyadi,iPad mini 4 64GB Wifi Only Bekas 100%  Normal Mulus Fullset,Mantap kak ip12.nya .. Dpst bh 99%,5,2022-04-23 13:12
a*****i,iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-23 12:35
nop261,iphone,,5,2022-04-23 11:41
santriwatimeiutami_,AKSESORIS,,5,2022-04-23 10:07
ajihobnob,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,"Memuaskan dpt second like new mulus, baterai health 97% dan promo pas grand opening di semarang, ga antri dan bisa check sepuasnya, thanks appel house semarang",5,2022-04-23 07:04
g*****s,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,5,2022-04-23 06:08
oomrio_,iPhone 12 ProMax 128GB/256GB/512GB Bekas Original 100% | NORMAL MULUS FULLSET,Mantap barang mulus 100% bh aman pengrimannya dibox kayu jos,5,2022-04-23 02:01
bernynurbengawan63,iPhone 7 Plus 32GB/128GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-22 17:44
triska005,iPhone 12 ProMax 128GB/256GB/512GB Bekas Original 100% | NORMAL MULUS FULLSET,,4,2022-04-22 15:02
liadwn_24,iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,,4,2022-04-22 14:27
unzilaht,iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET,Mantavvv,5,2022-04-22 13:12
wisnu.aryasani,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-22 10:59
riansyahpambudi,iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET,"Packing nya mantap pake kayuu aman banget
Tapi sayangnya aku request BH 95 keatas malah dapet BH 86% :(( sedih tapi gapapa deh semoga awet, body nya juga muluss pokoknya mah selain BH semuanya aman, makasih ya seller next order lagi hihihii",5,2022-04-22 09:37
masyan24,iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET,,5,2022-04-22 09:29
